E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_54_110.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_54_110.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_54_110.jpg,0,1,0,4.215571
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_54_203.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_54_203.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_54_203.jpg,0,1,0,5.379153
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_54_297.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_54_297.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_54_297.jpg,0,1,0,6.53155
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_54_388.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_54_388.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_54_388.jpg,0,1,0,7.445403
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_54_481.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_54_481.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_54_481.jpg,-0.15,1,0,8.572475
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_54_573.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_54_573.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_54_573.jpg,-0.35,1,0,9.44103
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_54_667.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_54_667.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_54_667.jpg,-0.6000001,0.9067045,0,10.43939
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_54_759.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_54_759.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_54_759.jpg,-0.8500001,0.6310518,0,11.10406
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_54_853.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_54_853.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_54_853.jpg,0,0.3484286,0,11.32461
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_54_951.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_54_951.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_54_951.jpg,0,0.2541668,0,11.09221
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_55_045.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_55_045.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_55_045.jpg,0,0.3553163,0,11.35298
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_55_137.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_55_137.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_55_137.jpg,0,0.0736085,0,11.48023
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_55_235.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_55_235.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_55_235.jpg,0,0,0,11.80415
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_55_328.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_55_328.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_55_328.jpg,-0.15,0,0,11.38246
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_55_411.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_55_411.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_55_411.jpg,-0.35,0,0,11.34729
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_55_516.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_55_516.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_55_516.jpg,-0.6000001,0,0,11.18571
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_55_608.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_55_608.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_55_608.jpg,-0.8500001,0,0,10.94688
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_55_697.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_55_697.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_55_697.jpg,-1,0,0,10.6876
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_55_788.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_55_788.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_55_788.jpg,0,0.1901117,0,10.5892
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_55_880.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_55_880.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_55_880.jpg,0,0.287365,0,10.66813
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_55_972.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_55_972.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_55_972.jpg,0,0.3738332,0,10.83777
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_56_050.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_56_050.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_56_050.jpg,0,0.6066266,0,11.24874
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_56_126.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_56_126.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_56_126.jpg,0,0.8356292,0,11.44653
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_56_216.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_56_216.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_56_216.jpg,0,1,0,12.76367
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_56_307.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_56_307.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_56_307.jpg,0,1,0,13.71705
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_56_399.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_56_399.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_56_399.jpg,0,1,0,14.77553
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_56_485.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_56_485.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_56_485.jpg,0,1,0,15.56824
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_56_576.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_56_576.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_56_576.jpg,0,1,0,16.82354
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_56_668.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_56_668.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_56_668.jpg,0,1,0,17.65862
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_56_758.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_56_758.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_56_758.jpg,0,1,0,18.52287
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_56_849.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_56_849.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_56_849.jpg,0,1,0,19.35681
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_56_943.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_56_943.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_56_943.jpg,-0.15,1,0,20.47954
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_57_032.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_57_032.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_57_032.jpg,-0.35,1,0,21.21359
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_57_123.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_57_123.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_57_123.jpg,-0.6000001,1,0,21.9888
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_57_214.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_57_214.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_57_214.jpg,0,1,0,22.69532
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_57_305.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_57_305.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_57_305.jpg,0,1,0,23.66886
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_57_397.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_57_397.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_57_397.jpg,0,1,0,24.63067
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_57_487.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_57_487.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_57_487.jpg,0,1,0,25.40024
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_57_579.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_57_579.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_57_579.jpg,0,1,0,26.35466
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_57_668.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_57_668.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_57_668.jpg,0,0.7327602,0,26.99023
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_57_757.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_57_757.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_57_757.jpg,0,0.819187,0,27.58301
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_57_851.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_57_851.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_57_851.jpg,0,1,0,28.2751
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_57_942.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_57_942.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_57_942.jpg,0,1,0,29.19978
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_58_024.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_58_024.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_58_024.jpg,0,1,0,29.93191
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_58_113.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_58_113.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_58_113.jpg,0,1,0,30.19025
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_58_200.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_58_200.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_58_200.jpg,-0.15,1,0,30.18433
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_58_291.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_58_291.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_58_291.jpg,-0.35,1,0,30.16348
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_58_386.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_58_386.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_58_386.jpg,-0.6000001,1,0,30.13317
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_58_547.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_58_547.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_58_547.jpg,0,1,0,30.18674
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_58_628.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_58_628.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_58_628.jpg,0,1,0,30.18969
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_58_719.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_58_719.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_58_719.jpg,0,1,0,30.19025
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_58_810.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_58_810.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_58_810.jpg,0,1,0,30.19032
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_58_906.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_58_906.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_58_906.jpg,0,1,0,30.19029
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_58_999.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_58_999.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_58_999.jpg,0,1,0,30.19027
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_59_097.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_59_097.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_59_097.jpg,-0.2,1,0,30.17983
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_59_189.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_59_189.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_59_189.jpg,-0.4,1,0,30.15746
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_59_281.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_59_281.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_59_281.jpg,-0.6500001,1,0,30.12699
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_59_381.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_59_381.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_59_381.jpg,0,1,0,30.18622
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_59_474.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_59_474.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_59_474.jpg,0,1,0,30.18958
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_59_570.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_59_570.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_59_570.jpg,0,1,0,30.19025
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_59_667.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_59_667.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_59_667.jpg,0,1,0,30.19026
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_59_762.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_59_762.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_59_762.jpg,0,1,0,30.19051
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_59_860.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_59_860.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_59_860.jpg,0,1,0,30.19029
E:\AI\sdcar\data\IMG\center_2017_06_23_08_16_59_955.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_16_59_955.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_16_59_955.jpg,0,1,0,30.19031
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_00_051.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_00_051.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_00_051.jpg,0,1,0,30.1903
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_00_146.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_00_146.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_00_146.jpg,-0.1,1,0,30.18764
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_00_251.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_00_251.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_00_251.jpg,-0.35,1,0,30.16342
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_00_341.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_00_341.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_00_341.jpg,0,1,0,30.18903
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_00_454.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_00_454.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_00_454.jpg,0,1,0,30.19009
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_00_539.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_00_539.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_00_539.jpg,0,1,0,30.19027
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_00_606.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_00_606.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_00_606.jpg,0,1,0,30.19028
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_00_705.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_00_705.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_00_705.jpg,0,1,0,30.1903
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_00_801.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_00_801.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_00_801.jpg,0,1,0,30.19027
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_00_900.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_00_900.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_00_900.jpg,-0.1,1,0,30.18773
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_00_970.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_00_970.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_00_970.jpg,-0.25,1,0,30.1748
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_01_068.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_01_068.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_01_068.jpg,-0.5000001,1,0,30.14536
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_01_135.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_01_135.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_01_135.jpg,0,1,0,30.18543
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_01_235.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_01_235.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_01_235.jpg,0,1,0,30.18971
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_01_302.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_01_302.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_01_302.jpg,0,1,0,30.19021
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_01_371.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_01_371.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_01_371.jpg,0,1,0,30.19027
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_01_473.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_01_473.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_01_473.jpg,0,1,0,30.19028
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_01_542.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_01_542.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_01_542.jpg,0,1,0,30.19034
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_01_610.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_01_610.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_01_610.jpg,-0.15,1,0,30.18443
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_01_708.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_01_708.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_01_708.jpg,-0.4,1,0,30.1576
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_01_780.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_01_780.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_01_780.jpg,0,1,0,30.18539
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_01_883.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_01_883.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_01_883.jpg,0,1,0,30.18944
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_01_954.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_01_954.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_01_954.jpg,0,1,0,30.19004
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_02_025.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_02_025.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_02_025.jpg,0,1,0,30.19027
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_02_129.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_02_129.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_02_129.jpg,0,1,0,30.1903
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_02_226.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_02_226.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_02_226.jpg,0,1,0,30.19028
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_02_304.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_02_304.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_02_304.jpg,0,1,0,30.19028
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_02_399.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_02_399.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_02_399.jpg,0,1,0,30.19032
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_02_467.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_02_467.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_02_467.jpg,0,1,0,30.1903
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_02_539.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_02_539.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_02_539.jpg,-0.2,1,0,30.17963
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_02_639.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_02_639.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_02_639.jpg,-0.45,1,0,30.15143
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_02_708.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_02_708.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_02_708.jpg,0,1,0,30.1858
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_02_777.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_02_777.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_02_777.jpg,0,1,0,30.18898
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_02_850.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_02_850.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_02_850.jpg,0,1,0,30.18992
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_02_920.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_02_920.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_02_920.jpg,0,1,0,30.19022
E:\AI\sdcar\data\IMG\center_2017_06_23_08_17_02_992.jpg,E:\AI\sdcar\data\IMG\left_2017_06_23_08_17_02_992.jpg,E:\AI\sdcar\data\IMG\right_2017_06_23_08_17_02_992.jpg,0,1,0,30.19028
